,Country's numerical code,Country's 3-letter code,Community label,year
6222,52,TRI,3.0,1982
6223,53,BAR,3.0,1982
6224,54,DMA,2.0,1982
6225,55,GRN,3.0,1982
6226,57,SVG,3.0,1982
6227,70,MEX,2.0,1982
6228,80,BLZ,4.0,1982
6229,90,GUA,5.0,1982
6230,91,HON,3.0,1982
6231,92,SAL,5.0,1982
6232,93,NIC,2.0,1982
6233,94,COS,6.0,1982
6234,95,PAN,2.0,1982
6235,100,COL,2.0,1982
6236,101,VEN,2.0,1982
6237,110,GUY,3.0,1982
6238,115,SUR,3.0,1982
6239,130,ECU,1.0,1982
6240,135,PER,7.0,1982
6241,140,BRA,8.0,1982
6242,145,BOL,8.0,1982
6243,155,CHL,8.0,1982
6244,160,ARG,8.0,1982
6245,165,URU,8.0,1982
6246,200,UKG,4.0,1982
6247,205,IRE,9.0,1982
6248,210,NTH,6.0,1982
6249,211,BEL,10.0,1982
6250,212,LUX,6.0,1982
6251,220,FRN,6.0,1982
6252,225,SWZ,6.0,1982
6253,230,SPN,6.0,1982
6254,235,POR,11.0,1982
6255,260,GFR,6.0,1982
6256,325,ITA,6.0,1982
6257,345,YUG,6.0,1982
6258,375,FIN,12.0,1982
6259,380,SWD,6.0,1982
6260,385,NOR,6.0,1982
6261,390,DEN,6.0,1982
6262,395,ICE,11.0,1982
6263,437,CDI,13.0,1982
6264,438,GUI,6.0,1982
6265,450,LBR,7.0,1982
6266,451,SIE,14.0,1982
6267,452,GHA,14.0,1982
6268,471,CAO,6.0,1982
6269,475,NIG,14.0,1982
6270,481,GAB,6.0,1982
6271,484,CON,6.0,1982
6272,490,DRC,10.0,1982
6273,500,UGA,15.0,1982
6274,516,BUI,10.0,1982
6275,530,ETH,6.0,1982
6276,540,ANG,1.0,1982
6277,552,ZIM,4.0,1982
6278,560,SAF,4.0,1982
6279,580,MAG,6.0,1982
6280,591,SEY,4.0,1982
6281,615,ALG,6.0,1982
6282,640,TUR,6.0,1982
6283,651,EGY,6.0,1982
6284,660,LEB,16.0,1982
6285,663,JOR,7.0,1982
6286,666,ISR,4.0,1982
6287,670,SAU,7.0,1982
6288,696,UAE,7.0,1982
6289,698,OMA,7.0,1982
6290,710,CHN,2.0,1982
6291,713,TAW,7.0,1982
6292,732,ROK,7.0,1982
6293,740,JPN,7.0,1982
6294,750,IND,7.0,1982
6295,770,PAK,7.0,1982
6296,771,BNG,7.0,1982
6297,780,SRI,7.0,1982
6298,800,THI,7.0,1982
6299,820,MAL,7.0,1982
6300,830,SIN,7.0,1982
6301,840,PHI,7.0,1982
6302,850,INS,7.0,1982
6303,900,AUL,7.0,1982
6304,920,NEW,7.0,1982
6305,40,CUB,2.0,1982
6306,150,PAR,8.0,1982
6307,541,MZM,8.0,1982
6308,645,IRQ,6.0,1982
6309,365,RUS,6.0,1982
6310,338,MLT,6.0,1982
6311,352,CYP,6.0,1982
6312,420,GAM,4.0,1982
6313,501,KEN,15.0,1982
6314,510,TAZ,17.0,1982
6315,551,ZAM,4.0,1982
6316,553,MAW,4.0,1982
6317,571,BOT,4.0,1982
6318,572,SWA,7.0,1982
6319,590,MAS,7.0,1982
6320,625,SUD,7.0,1982
6321,680,YPR,7.0,1982
6322,950,FIJ,7.0,1982
6323,56,SLU,4.0,1982
6324,58,AAB,4.0,1982
6325,350,GRC,6.0,1982
6326,461,TOG,6.0,1982
6327,694,QAT,6.0,1982
6328,482,CEN,10.0,1982
6329,432,MLI,13.0,1982
6330,433,SEN,14.0,1982
6331,434,BEN,6.0,1982
6332,435,MAA,6.0,1982
6333,436,NIR,14.0,1982
6334,439,BFO,13.0,1982
6335,483,CHA,6.0,1982
6336,522,DJI,6.0,1982
6337,581,COM,6.0,1982
6338,600,MOR,6.0,1982
6339,616,TUN,6.0,1982
6340,678,YAR,7.0,1982
6341,305,AUS,6.0,1982
6342,411,EQG,6.0,1982
6343,402,CAP,11.0,1982
6344,404,GNB,11.0,1982
6345,290,POL,6.0,1982
6346,310,HUN,6.0,1982
6347,315,CZE,6.0,1982
6348,355,BUL,6.0,1982
6349,570,LES,6.0,1982
6350,620,LIB,6.0,1982
6351,630,IRN,6.0,1982
6352,731,PRK,2.0,1982
6353,910,PNG,7.0,1982
6354,265,GDR,6.0,1982
6355,360,ROM,6.0,1982
6356,712,MON,6.0,1982
6357,520,SOM,7.0,1982
6358,652,SYR,6.0,1982
6359,339,ALB,6.0,1982
6360,517,RWA,15.0,1982
6361,692,BAH,7.0,1982
6362,690,KUW,7.0,1982
6363,700,AFG,7.0,1982
6364,775,MYA,7.0,1982
6365,790,NEP,7.0,1982
6366,816,DRV,7.0,1982
6367,940,SOL,7.0,1982
6368,812,LAO,7.0,1982
6369,811,CAM,7.0,1982
6370,781,MAD,7.0,1982
6371,935,VAN,7.0,1982
6372,990,WSM,7.0,1982
6374,2,USA,1.0,1983
6375,20,CAN,1.0,1983
6376,31,BHM,2.0,1983
6377,41,HAI,1.0,1983
6378,42,DOM,1.0,1983
6379,51,JAM,1.0,1983
6380,52,TRI,3.0,1983
6381,53,BAR,3.0,1983
6382,54,DMA,1.0,1983
6383,57,SVG,3.0,1983
6384,70,MEX,4.0,1983
6385,80,BLZ,3.0,1983
6386,90,GUA,5.0,1983
6387,91,HON,1.0,1983
6388,92,SAL,5.0,1983
6389,93,NIC,4.0,1983
6390,94,COS,5.0,1983
6391,95,PAN,4.0,1983
6392,100,COL,1.0,1983
6393,101,VEN,1.0,1983
6394,110,GUY,3.0,1983
6395,115,SUR,3.0,1983
6396,130,ECU,1.0,1983
6397,135,PER,4.0,1983
6398,140,BRA,6.0,1983
6399,145,BOL,6.0,1983
6400,155,CHL,4.0,1983
6401,160,ARG,6.0,1983
6402,165,URU,6.0,1983
6403,200,UKG,3.0,1983
6404,205,IRE,2.0,1983
6405,210,NTH,2.0,1983
6406,211,BEL,2.0,1983
6407,212,LUX,2.0,1983
6408,220,FRN,2.0,1983
6409,225,SWZ,2.0,1983
6410,230,SPN,2.0,1983
6411,235,POR,6.0,1983
6412,260,GFR,2.0,1983
6413,325,ITA,2.0,1983
6414,338,MLT,2.0,1983
6415,375,FIN,2.0,1983
6416,380,SWD,2.0,1983
6417,385,NOR,2.0,1983
6418,390,DEN,2.0,1983
6419,395,ICE,2.0,1983
6420,434,BEN,2.0,1983
6421,437,CDI,2.0,1983
6422,438,GUI,2.0,1983
6423,450,LBR,4.0,1983
6424,451,SIE,2.0,1983
6425,452,GHA,3.0,1983
6426,471,CAO,2.0,1983
6427,475,NIG,2.0,1983
6428,481,GAB,2.0,1983
6429,483,CHA,1.0,1983
6430,484,CON,2.0,1983
6431,490,DRC,2.0,1983
6432,500,UGA,7.0,1983
6433,501,KEN,7.0,1983
6434,530,ETH,2.0,1983
6435,540,ANG,1.0,1983
6436,551,ZAM,4.0,1983
6437,552,ZIM,3.0,1983
6438,560,SAF,3.0,1983
6439,570,LES,1.0,1983
6440,571,BOT,3.0,1983
6441,580,MAG,2.0,1983
6442,600,MOR,2.0,1983
6443,615,ALG,2.0,1983
6444,616,TUN,2.0,1983
6445,640,TUR,2.0,1983
6446,651,EGY,2.0,1983
6447,660,LEB,4.0,1983
6448,663,JOR,4.0,1983
6449,666,ISR,2.0,1983
6450,670,SAU,4.0,1983
6451,696,UAE,4.0,1983
6452,698,OMA,4.0,1983
6453,710,CHN,1.0,1983
6454,713,TAW,4.0,1983
6455,732,ROK,4.0,1983
6456,740,JPN,4.0,1983
6457,750,IND,8.0,1983
6458,770,PAK,4.0,1983
6459,771,BNG,4.0,1983
6460,780,SRI,4.0,1983
6461,800,THI,4.0,1983
6462,820,MAL,4.0,1983
6463,830,SIN,4.0,1983
6464,840,PHI,4.0,1983
6465,850,INS,4.0,1983
6466,900,AUL,4.0,1983
6467,920,NEW,4.0,1983
6468,40,CUB,1.0,1983
6469,620,LIB,2.0,1983
6470,55,GRN,3.0,1983
6471,58,AAB,3.0,1983
6472,150,PAR,6.0,1983
6473,541,MZM,6.0,1983
6474,645,IRQ,2.0,1983
6475,365,RUS,2.0,1983
6476,630,IRN,2.0,1983
6477,350,GRC,2.0,1983
6478,352,CYP,2.0,1983
6479,420,GAM,3.0,1983
6480,510,TAZ,9.0,1983
6481,553,MAW,3.0,1983
6482,572,SWA,4.0,1983
6483,590,MAS,4.0,1983
6484,591,SEY,3.0,1983
6485,625,SUD,4.0,1983
6486,678,YAR,4.0,1983
6487,950,FIJ,4.0,1983
6488,56,SLU,3.0,1983
6489,60,SKN,3.0,1983
6490,694,QAT,2.0,1983
6491,482,CEN,2.0,1983
6492,516,BUI,2.0,1983
6493,432,MLI,2.0,1983
6494,433,SEN,4.0,1983
6495,435,MAA,2.0,1983
6496,436,NIR,2.0,1983
6497,439,BFO,2.0,1983
6498,461,TOG,2.0,1983
6499,522,DJI,2.0,1983
6500,581,COM,2.0,1983
6501,652,SYR,2.0,1983
6502,305,AUS,2.0,1983
6503,411,EQG,2.0,1983
6504,402,CAP,6.0,1983
6505,404,GNB,6.0,1983
6506,290,POL,2.0,1983
6507,310,HUN,2.0,1983
6508,315,CZE,2.0,1983
6509,345,YUG,2.0,1983
6510,355,BUL,2.0,1983
6511,910,PNG,4.0,1983
6512,935,VAN,4.0,1983
6513,731,PRK,1.0,1983
6514,265,GDR,2.0,1983
6515,360,ROM,2.0,1983
6516,712,MON,2.0,1983
6517,520,SOM,4.0,1983
6518,680,YPR,4.0,1983
6519,690,KUW,4.0,1983
6520,339,ALB,2.0,1983
6521,517,RWA,7.0,1983
6522,692,BAH,4.0,1983
6523,700,AFG,4.0,1983
6524,775,MYA,4.0,1983
6525,816,DRV,4.0,1983
6526,940,SOL,4.0,1983
6527,790,NEP,8.0,1983
6528,812,LAO,4.0,1983
6529,811,CAM,4.0,1983
6530,781,MAD,4.0,1983
6531,990,WSM,4.0,1983
6533,2,USA,1.0,1984
6534,20,CAN,2.0,1984
6535,31,BHM,2.0,1984
6536,41,HAI,1.0,1984
6537,42,DOM,2.0,1984
6538,51,JAM,2.0,1984
6539,52,TRI,3.0,1984
6540,53,BAR,3.0,1984
6541,54,DMA,3.0,1984
6542,55,GRN,3.0,1984
6543,70,MEX,2.0,1984
6544,80,BLZ,3.0,1984
6545,90,GUA,4.0,1984
6546,91,HON,1.0,1984
6547,92,SAL,4.0,1984
6548,93,NIC,5.0,1984
6549,94,COS,4.0,1984
6550,95,PAN,2.0,1984
6551,100,COL,2.0,1984
6552,101,VEN,2.0,1984
6553,110,GUY,3.0,1984
6554,115,SUR,3.0,1984
6555,130,ECU,2.0,1984
6556,135,PER,2.0,1984
6557,140,BRA,6.0,1984
6558,145,BOL,6.0,1984
6559,155,CHL,6.0,1984
6560,160,ARG,6.0,1984
6561,165,URU,6.0,1984
6562,200,UKG,3.0,1984
6563,205,IRE,5.0,1984
6564,210,NTH,5.0,1984
6565,211,BEL,7.0,1984
6566,212,LUX,5.0,1984
6567,220,FRN,5.0,1984
6568,225,SWZ,7.0,1984
6569,230,SPN,8.0,1984
6570,235,POR,9.0,1984
6571,260,GFR,5.0,1984
6572,305,AUS,5.0,1984
6573,325,ITA,5.0,1984
6574,338,MLT,5.0,1984
6575,345,YUG,5.0,1984
6576,350,GRC,5.0,1984
6577,352,CYP,5.0,1984
6578,360,ROM,5.0,1984
6579,365,RUS,5.0,1984
6580,375,FIN,5.0,1984
6581,380,SWD,5.0,1984
6582,385,NOR,5.0,1984
6583,390,DEN,5.0,1984
6584,395,ICE,5.0,1984
6585,437,CDI,5.0,1984
6586,438,GUI,8.0,1984
6587,450,LBR,2.0,1984
6588,451,SIE,10.0,1984
6589,452,GHA,10.0,1984
6590,461,TOG,5.0,1984
6591,471,CAO,5.0,1984
6592,475,NIG,10.0,1984
6593,481,GAB,8.0,1984
6594,484,CON,5.0,1984
6595,490,DRC,7.0,1984
6596,500,UGA,2.0,1984
6597,530,ETH,5.0,1984
6598,540,ANG,1.0,1984
6599,551,ZAM,3.0,1984
6600,552,ZIM,3.0,1984
6601,560,SAF,3.0,1984
6602,570,LES,1.0,1984
6603,571,BOT,3.0,1984
6604,572,SWA,2.0,1984
6605,580,MAG,5.0,1984
6606,590,MAS,3.0,1984
6607,600,MOR,5.0,1984
6608,615,ALG,5.0,1984
6609,625,SUD,5.0,1984
6610,640,TUR,5.0,1984
6611,651,EGY,5.0,1984
6612,660,LEB,5.0,1984
6613,663,JOR,2.0,1984
6614,666,ISR,7.0,1984
6615,670,SAU,2.0,1984
6616,680,YPR,2.0,1984
6617,696,UAE,2.0,1984
6618,710,CHN,11.0,1984
6619,713,TAW,1.0,1984
6620,732,ROK,2.0,1984
6621,740,JPN,2.0,1984
6622,750,IND,2.0,1984
6623,770,PAK,2.0,1984
6624,771,BNG,2.0,1984
6625,780,SRI,2.0,1984
6626,800,THI,2.0,1984
6627,820,MAL,2.0,1984
6628,830,SIN,2.0,1984
6629,840,PHI,2.0,1984
6630,850,INS,2.0,1984
6631,900,AUL,2.0,1984
6632,920,NEW,2.0,1984
6633,40,CUB,2.0,1984
6634,150,PAR,6.0,1984
6635,645,IRQ,5.0,1984
6636,630,IRN,5.0,1984
6637,501,KEN,2.0,1984
6638,510,TAZ,5.0,1984
6639,553,MAW,3.0,1984
6640,591,SEY,2.0,1984
6641,678,YAR,2.0,1984
6642,698,OMA,2.0,1984
6643,950,FIJ,2.0,1984
6644,56,SLU,3.0,1984
6645,57,SVG,3.0,1984
6646,58,AAB,3.0,1984
6647,60,SKN,3.0,1984
6648,694,QAT,5.0,1984
6649,482,CEN,7.0,1984
6650,516,BUI,5.0,1984
6651,420,GAM,5.0,1984
6652,432,MLI,5.0,1984
6653,433,SEN,5.0,1984
6654,434,BEN,8.0,1984
6655,435,MAA,5.0,1984
6656,436,NIR,10.0,1984
6657,439,BFO,5.0,1984
6658,483,CHA,5.0,1984
6659,522,DJI,5.0,1984
6660,581,COM,5.0,1984
6661,616,TUN,5.0,1984
6662,652,SYR,5.0,1984
6663,411,EQG,8.0,1984
6664,620,LIB,5.0,1984
6665,402,CAP,9.0,1984
6666,541,MZM,9.0,1984
6667,404,GNB,9.0,1984
6668,403,STP,9.0,1984
6669,290,POL,5.0,1984
6670,310,HUN,5.0,1984
6671,315,CZE,5.0,1984
6672,355,BUL,5.0,1984
6673,517,RWA,2.0,1984
6674,910,PNG,2.0,1984
6675,935,VAN,2.0,1984
6676,731,PRK,11.0,1984
6677,265,GDR,5.0,1984
6678,712,MON,5.0,1984
6679,520,SOM,2.0,1984
6680,690,KUW,2.0,1984
6681,339,ALB,5.0,1984
6682,692,BAH,2.0,1984
6683,700,AFG,2.0,1984
6684,775,MYA,2.0,1984
6685,816,DRV,2.0,1984
6686,835,BRU,2.0,1984
6687,940,SOL,2.0,1984
6688,790,NEP,2.0,1984
6689,812,LAO,2.0,1984
6690,811,CAM,2.0,1984
6691,781,MAD,2.0,1984
6692,990,WSM,2.0,1984
6694,2,USA,1.0,1985
6695,20,CAN,2.0,1985
6696,31,BHM,3.0,1985
6697,41,HAI,1.0,1985
6698,42,DOM,2.0,1985
6699,51,JAM,2.0,1985
6700,52,TRI,4.0,1985
6701,53,BAR,4.0,1985
6702,54,DMA,4.0,1985
6703,55,GRN,4.0,1985
6704,70,MEX,5.0,1985
6705,80,BLZ,4.0,1985
6706,90,GUA,6.0,1985
6707,91,HON,1.0,1985
6708,92,SAL,6.0,1985
6709,94,COS,1.0,1985
6710,95,PAN,7.0,1985
6711,100,COL,7.0,1985
6712,101,VEN,2.0,1985
6713,110,GUY,4.0,1985
6714,115,SUR,8.0,1985
6715,130,ECU,7.0,1985
6716,135,PER,7.0,1985
6717,140,BRA,5.0,1985
6718,145,BOL,5.0,1985
6719,155,CHL,7.0,1985
6720,160,ARG,5.0,1985
6721,165,URU,5.0,1985
6722,200,UKG,4.0,1985
6723,205,IRE,8.0,1985
6724,210,NTH,8.0,1985
6725,211,BEL,8.0,1985
6726,212,LUX,8.0,1985
6727,220,FRN,8.0,1985
6728,225,SWZ,8.0,1985
6729,230,SPN,8.0,1985
6730,235,POR,8.0,1985
6731,260,GFR,8.0,1985
6732,305,AUS,8.0,1985
6733,325,ITA,8.0,1985
6734,338,MLT,8.0,1985
6735,345,YUG,5.0,1985
6736,350,GRC,8.0,1985
6737,360,ROM,5.0,1985
6738,375,FIN,8.0,1985
6739,380,SWD,8.0,1985
6740,385,NOR,8.0,1985
6741,390,DEN,8.0,1985
6742,395,ICE,5.0,1985
6743,437,CDI,8.0,1985
6744,438,GUI,8.0,1985
6745,450,LBR,7.0,1985
6746,452,GHA,3.0,1985
6747,471,CAO,8.0,1985
6748,475,NIG,3.0,1985
6749,481,GAB,8.0,1985
6750,484,CON,8.0,1985
6751,490,DRC,8.0,1985
6752,500,UGA,8.0,1985
6753,530,ETH,5.0,1985
6754,540,ANG,1.0,1985
6755,541,MZM,1.0,1985
6756,551,ZAM,4.0,1985
6757,552,ZIM,4.0,1985
6758,560,SAF,4.0,1985
6759,571,BOT,4.0,1985
6760,580,MAG,8.0,1985
6761,590,MAS,9.0,1985
6762,615,ALG,8.0,1985
6763,625,SUD,7.0,1985
6764,640,TUR,5.0,1985
6765,651,EGY,5.0,1985
6766,660,LEB,8.0,1985
6767,663,JOR,5.0,1985
6768,666,ISR,8.0,1985
6769,670,SAU,7.0,1985
6770,710,CHN,7.0,1985
6771,713,TAW,1.0,1985
6772,732,ROK,7.0,1985
6773,740,JPN,7.0,1985
6774,750,IND,7.0,1985
6775,770,PAK,7.0,1985
6776,771,BNG,7.0,1985
6777,780,SRI,7.0,1985
6778,800,THI,7.0,1985
6779,820,MAL,7.0,1985
6780,830,SIN,7.0,1985
6781,840,PHI,7.0,1985
6782,850,INS,7.0,1985
6783,900,AUL,10.0,1985
6784,920,NEW,10.0,1985
6785,990,WSM,10.0,1985
6786,40,CUB,2.0,1985
6787,93,NIC,5.0,1985
6788,365,RUS,5.0,1985
6789,150,PAR,5.0,1985
6790,645,IRQ,5.0,1985
6791,630,IRN,5.0,1985
6792,352,CYP,8.0,1985
6793,420,GAM,4.0,1985
6794,451,SIE,8.0,1985
6795,501,KEN,8.0,1985
6796,510,TAZ,11.0,1985
6797,553,MAW,4.0,1985
6798,572,SWA,4.0,1985
6799,678,YAR,7.0,1985
6800,700,AFG,5.0,1985
6801,950,FIJ,10.0,1985
6802,56,SLU,4.0,1985
6803,58,AAB,4.0,1985
6804,60,SKN,4.0,1985
6805,57,SVG,4.0,1985
6806,690,KUW,7.0,1985
6807,694,QAT,8.0,1985
6808,432,MLI,8.0,1985
6809,482,CEN,8.0,1985
6810,516,BUI,8.0,1985
6811,517,RWA,8.0,1985
6812,433,SEN,8.0,1985
6813,434,BEN,8.0,1985
6814,435,MAA,5.0,1985
6815,436,NIR,8.0,1985
6816,439,BFO,8.0,1985
6817,461,TOG,8.0,1985
6818,483,CHA,8.0,1985
6819,522,DJI,8.0,1985
6820,581,COM,8.0,1985
6821,600,MOR,8.0,1985
6822,616,TUN,8.0,1985
6823,411,EQG,8.0,1985
6824,620,LIB,8.0,1985
6825,402,CAP,8.0,1985
6826,404,GNB,8.0,1985
6827,403,STP,8.0,1985
6828,290,POL,5.0,1985
6829,310,HUN,5.0,1985
6830,315,CZE,5.0,1985
6831,355,BUL,5.0,1985
6832,652,SYR,5.0,1985
6833,910,PNG,10.0,1985
6834,935,VAN,10.0,1985
6835,265,GDR,5.0,1985
6836,712,MON,5.0,1985
6837,520,SOM,7.0,1985
6838,591,SEY,8.0,1985
6839,680,YPR,7.0,1985
6840,339,ALB,5.0,1985
6841,816,DRV,5.0,1985
6842,696,UAE,7.0,1985
6843,692,BAH,7.0,1985
6844,698,OMA,7.0,1985
6845,731,PRK,7.0,1985
6846,775,MYA,7.0,1985
6847,790,NEP,7.0,1985
6848,835,BRU,7.0,1985
6849,940,SOL,7.0,1985
6850,812,LAO,7.0,1985
6851,811,CAM,7.0,1985
6852,781,MAD,7.0,1985
6854,2,USA,1.0,1986
6855,20,CAN,2.0,1986
6856,31,BHM,3.0,1986
6857,41,HAI,4.0,1986
6858,42,DOM,5.0,1986
6859,51,JAM,2.0,1986
6860,52,TRI,2.0,1986
6861,53,BAR,2.0,1986
6862,54,DMA,6.0,1986
6863,55,GRN,2.0,1986
6864,57,SVG,2.0,1986
6865,70,MEX,7.0,1986
6866,80,BLZ,6.0,1986
6867,90,GUA,8.0,1986
6868,91,HON,7.0,1986
6869,92,SAL,8.0,1986
6870,94,COS,7.0,1986
6871,95,PAN,7.0,1986
6872,100,COL,7.0,1986
6873,101,VEN,5.0,1986
6874,110,GUY,2.0,1986
6875,115,SUR,9.0,1986
6876,130,ECU,7.0,1986
6877,135,PER,7.0,1986
6878,140,BRA,10.0,1986
6879,145,BOL,10.0,1986
6880,150,PAR,10.0,1986
6881,155,CHL,10.0,1986
6882,160,ARG,10.0,1986
6883,165,URU,10.0,1986
6884,200,UKG,6.0,1986
6885,205,IRE,9.0,1986
6886,210,NTH,9.0,1986
6887,211,BEL,9.0,1986
6888,212,LUX,9.0,1986
6889,220,FRN,9.0,1986
6890,225,SWZ,9.0,1986
6891,230,SPN,9.0,1986
6892,235,POR,11.0,1986
6893,260,GFR,9.0,1986
6894,325,ITA,9.0,1986
6895,338,MLT,6.0,1986
6896,345,YUG,12.0,1986
6897,350,GRC,9.0,1986
6898,360,ROM,12.0,1986
6899,375,FIN,9.0,1986
6900,380,SWD,9.0,1986
6901,385,NOR,9.0,1986
6902,390,DEN,9.0,1986
6903,395,ICE,9.0,1986
6904,432,MLI,9.0,1986
6905,437,CDI,9.0,1986
6906,438,GUI,9.0,1986
6907,450,LBR,9.0,1986
6908,452,GHA,12.0,1986
6909,471,CAO,9.0,1986
6910,475,NIG,3.0,1986
6911,481,GAB,9.0,1986
6912,484,CON,9.0,1986
6913,490,DRC,9.0,1986
6914,500,UGA,13.0,1986
6915,501,KEN,13.0,1986
6916,530,ETH,14.0,1986
6917,540,ANG,9.0,1986
6918,541,MZM,4.0,1986
6919,551,ZAM,6.0,1986
6920,552,ZIM,6.0,1986
6921,560,SAF,6.0,1986
6922,570,LES,15.0,1986
6923,572,SWA,6.0,1986
6924,580,MAG,16.0,1986
6925,590,MAS,6.0,1986
6926,600,MOR,9.0,1986
6927,615,ALG,9.0,1986
6928,625,SUD,17.0,1986
6929,640,TUR,9.0,1986
6930,651,EGY,17.0,1986
6931,663,JOR,18.0,1986
6932,666,ISR,9.0,1986
6933,670,SAU,17.0,1986
6934,678,YAR,17.0,1986
6935,690,KUW,19.0,1986
6936,692,BAH,17.0,1986
6937,696,UAE,7.0,1986
6938,710,CHN,7.0,1986
6939,713,TAW,7.0,1986
6940,732,ROK,7.0,1986
6941,740,JPN,7.0,1986
6942,750,IND,20.0,1986
6943,770,PAK,19.0,1986
6944,771,BNG,7.0,1986
6945,780,SRI,21.0,1986
6946,800,THI,7.0,1986
6947,820,MAL,7.0,1986
6948,830,SIN,7.0,1986
6949,840,PHI,7.0,1986
6950,850,INS,3.0,1986
6951,900,AUL,7.0,1986
6952,910,PNG,7.0,1986
6953,920,NEW,7.0,1986
6954,40,CUB,5.0,1986
6955,265,GDR,12.0,1986
6956,93,NIC,12.0,1986
6957,365,RUS,12.0,1986
6958,645,IRQ,18.0,1986
6959,352,CYP,9.0,1986
6960,420,GAM,6.0,1986
6961,451,SIE,9.0,1986
6962,510,TAZ,22.0,1986
6963,553,MAW,6.0,1986
6964,571,BOT,6.0,1986
6965,591,SEY,6.0,1986
6966,680,YPR,7.0,1986
6967,698,OMA,7.0,1986
6968,950,FIJ,7.0,1986
6969,56,SLU,6.0,1986
6970,58,AAB,6.0,1986
6971,60,SKN,6.0,1986
6972,402,CAP,11.0,1986
6973,461,TOG,9.0,1986
6974,517,RWA,23.0,1986
6975,435,MAA,24.0,1986
6976,482,CEN,9.0,1986
6977,516,BUI,9.0,1986
6978,616,TUN,9.0,1986
6979,305,AUS,12.0,1986
6980,433,SEN,9.0,1986
6981,434,BEN,9.0,1986
6982,436,NIR,3.0,1986
6983,439,BFO,9.0,1986
6984,483,CHA,9.0,1986
6985,522,DJI,14.0,1986
6986,581,COM,9.0,1986
6987,652,SYR,25.0,1986
6988,660,LEB,9.0,1986
6989,411,EQG,9.0,1986
6990,620,LIB,9.0,1986
6991,404,GNB,11.0,1986
6992,403,STP,11.0,1986
6993,290,POL,12.0,1986
6994,310,HUN,12.0,1986
6995,315,CZE,12.0,1986
6996,355,BUL,12.0,1986
6997,630,IRN,9.0,1986
6998,731,PRK,7.0,1986
6999,700,AFG,7.0,1986
7000,712,MON,12.0,1986
7001,520,SOM,17.0,1986
7002,339,ALB,12.0,1986
7003,816,DRV,12.0,1986
7004,694,QAT,7.0,1986
7005,775,MYA,7.0,1986
7006,790,NEP,20.0,1986
7007,812,LAO,7.0,1986
7008,835,BRU,7.0,1986
7009,940,SOL,7.0,1986
7010,781,MAD,7.0,1986
7011,811,CAM,12.0,1986
7012,935,VAN,7.0,1986
7013,990,WSM,7.0,1986
7015,2,USA,1.0,1987
7016,20,CAN,2.0,1987
7017,31,BHM,3.0,1987
7018,41,HAI,1.0,1987
7019,42,DOM,4.0,1987
7020,51,JAM,2.0,1987
7021,52,TRI,2.0,1987
7022,53,BAR,2.0,1987
7023,54,DMA,2.0,1987
7024,55,GRN,2.0,1987
7025,57,SVG,2.0,1987
7026,60,SKN,1.0,1987
7027,70,MEX,4.0,1987
7028,80,BLZ,2.0,1987
7029,90,GUA,5.0,1987
7030,91,HON,1.0,1987
7031,92,SAL,5.0,1987
7032,94,COS,6.0,1987
7033,95,PAN,4.0,1987
7034,100,COL,4.0,1987
7035,101,VEN,6.0,1987
7036,110,GUY,2.0,1987
7037,115,SUR,7.0,1987
7038,130,ECU,4.0,1987
7039,135,PER,4.0,1987
7040,140,BRA,8.0,1987
7041,145,BOL,8.0,1987
7042,155,CHL,8.0,1987
7043,160,ARG,8.0,1987
7044,165,URU,8.0,1987
7045,200,UKG,2.0,1987
7046,205,IRE,7.0,1987
7047,210,NTH,7.0,1987
7048,211,BEL,7.0,1987
7049,212,LUX,7.0,1987
7050,220,FRN,7.0,1987
7051,225,SWZ,7.0,1987
7052,230,SPN,7.0,1987
7053,235,POR,9.0,1987
7054,260,GFR,7.0,1987
7055,325,ITA,7.0,1987
7056,338,MLT,10.0,1987
7057,345,YUG,11.0,1987
7058,350,GRC,7.0,1987
7059,360,ROM,11.0,1987
7060,375,FIN,12.0,1987
7061,380,SWD,7.0,1987
7062,385,NOR,7.0,1987
7063,390,DEN,7.0,1987
7064,395,ICE,7.0,1987
7065,437,CDI,7.0,1987
7066,438,GUI,7.0,1987
7067,452,GHA,13.0,1987
7068,471,CAO,7.0,1987
7069,475,NIG,13.0,1987
7070,481,GAB,7.0,1987
7071,484,CON,7.0,1987
7072,490,DRC,7.0,1987
7073,500,UGA,4.0,1987
7074,501,KEN,4.0,1987
7075,530,ETH,11.0,1987
7076,540,ANG,1.0,1987
7077,551,ZAM,4.0,1987
7078,552,ZIM,4.0,1987
7079,560,SAF,4.0,1987
7080,580,MAG,14.0,1987
7081,590,MAS,15.0,1987
7082,615,ALG,7.0,1987
7083,625,SUD,3.0,1987
7084,630,IRN,7.0,1987
7085,640,TUR,7.0,1987
7086,651,EGY,7.0,1987
7087,663,JOR,3.0,1987
7088,666,ISR,7.0,1987
7089,670,SAU,3.0,1987
7090,678,YAR,2.0,1987
7091,690,KUW,3.0,1987
7092,692,BAH,3.0,1987
7093,696,UAE,4.0,1987
7094,698,OMA,4.0,1987
7095,710,CHN,4.0,1987
7096,713,TAW,4.0,1987
7097,732,ROK,4.0,1987
7098,740,JPN,4.0,1987
7099,750,IND,16.0,1987
7100,770,PAK,3.0,1987
7101,771,BNG,4.0,1987
7102,780,SRI,17.0,1987
